alias	gene_id	gene_symbol	gene_desc
LOC114673955	114673955	LOC114673955	uncharacterized LOC114673955
LOC114673956	114673956	LOC114673956	cytochrome c oxidase subunit 7C, mitochondrial-like
LOC114673957	114673957	LOC114673957	uncharacterized LOC114673957
LOC114673958	114673958	LOC114673958	uncharacterized LOC114673958
LOC114673959	114673959	LOC114673959	uncharacterized LOC114673959
LOC114673960	114673960	LOC114673960	60S ribosomal protein L12 pseudogene
LOC114673961	114673961	LOC114673961	uncharacterized LOC114673961
LOC114673962	114673962	LOC114673962	paraneoplastic antigen-like protein 8C
LOC114673963	114673963	LOC114673963	uncharacterized LOC114673963
LOC114673964	114673964	LOC114673964	uncharacterized LOC114673964
LOC114673965	114673965	LOC114673965	uncharacterized LOC114673965
LOC114673966	114673966	LOC114673966	uncharacterized LOC114673966
LOC114673967	114673967	LOC114673967	uncharacterized LOC114673967
GNG14	114673968	GNG14	G protein subunit gamma 14
LOC114673969	114673969	LOC114673969	olfactory receptor 7A17-like
CCDC105	114673970	CCDC105	coiled-coil domain containing 105
LOC114673971	114673971	LOC114673971	uncharacterized LOC114673971
LOC114673972	114673972	LOC114673972	uncharacterized LOC114673972
LOC114673973	114673973	LOC114673973	uncharacterized LOC114673973
LOC114673974	114673974	LOC114673974	uncharacterized LOC114673974
LOC114673975	114673975	LOC114673975	uncharacterized LOC114673975
LOC114673976	114673976	LOC114673976	uncharacterized LOC114673976
TRAPPC5	114673977	TRAPPC5	trafficking protein particle complex 5
LOC114673978	114673978	LOC114673978	uncharacterized LOC114673978
LOC114673979	114673979	LOC114673979	uncharacterized LOC114673979
LOC114673980	114673980	LOC114673980	uncharacterized LOC114673980
LOC114673981	114673981	LOC114673981	uncharacterized LOC114673981
LOC114673982	114673982	LOC114673982	uncharacterized LOC114673982
LOC114673983	114673983	LOC114673983	uncharacterized LOC114673983
LOC114673984	114673984	LOC114673984	protein shisa-5 pseudogene
LOC114673985	114673985	LOC114673985	uncharacterized LOC114673985
LOC114673986	114673986	LOC114673986	putative pregnancy-specific beta-1-glycoprotein 7
GNG8	114673987	GNG8	G protein subunit gamma 8
LOC114673988	114673988	LOC114673988	uncharacterized LOC114673988
LOC114673989	114673989	LOC114673989	uncharacterized LOC114673989
LOC114673990	114673990	LOC114673990	uncharacterized LOC114673990
LOC114673991	114673991	LOC114673991	uncharacterized LOC114673991
LOC114673992	114673992	LOC114673992	uncharacterized LOC114673992
LOC114673993	114673993	LOC114673993	uncharacterized LOC114673993
EPS8L1	114673994	EPS8L1	EPS8 like 1
LOC114673995	114673995	LOC114673995	uncharacterized LOC114673995
LOC114673996	114673996	LOC114673996	uncharacterized LOC114673996
LOC114673997	114673997	LOC114673997	uncharacterized LOC114673997
LOC114673998	114673998	LOC114673998	uncharacterized LOC114673998
LOC114673999	114673999	LOC114673999	translation initiation factor IF-2-like
LOC114674000	114674000	LOC114674000	putative adhesion G protein-coupled receptor E4P
LOC114674001	114674001	LOC114674001	uncharacterized LOC114674001
LOC114674002	114674002	LOC114674002	PEST proteolytic signal-containing nuclear protein pseudogene
LOC114674003	114674003	LOC114674003	uncharacterized LOC114674003
LOC114674004	114674004	LOC114674004	uncharacterized LOC114674004
LOC114674005	114674005	LOC114674005	uncharacterized LOC114674005
LOC114674006	114674006	LOC114674006	uncharacterized LOC114674006
LOC114674007	114674007	LOC114674007	uncharacterized LOC114674007
LOC114674008	114674008	LOC114674008	uncharacterized LOC114674008
LOC114674009	114674009	LOC114674009	uncharacterized LOC114674009
LOC114674010	114674010	LOC114674010	uncharacterized LOC114674010
LOC114674011	114674011	LOC114674011	uncharacterized LOC114674011
LOC114674012	114674012	LOC114674012	uncharacterized LOC114674012
LOC114674013	114674013	LOC114674013	uncharacterized LOC114674013
LOC114674014	114674014	LOC114674014	uncharacterized LOC114674014
LOC114674015	114674015	LOC114674015	uncharacterized LOC114674015
LOC114674016	114674016	LOC114674016	uncharacterized LOC114674016
LOC114674017	114674017	LOC114674017	galectin-10-like
LOC114674018	114674018	LOC114674018	cytochrome P450 2F1-like
LOC114674019	114674019	LOC114674019	cytochrome P450 2A13-like
LOC114674020	114674020	LOC114674020	pregnancy-specific beta-1-glycoprotein 5-like
LOC114674021	114674021	LOC114674021	pregnancy-specific beta-1-glycoprotein 2-like
LOC114674022	114674022	LOC114674022	pregnancy-specific beta-1-glycoprotein 2-like
LOC114674023	114674023	LOC114674023	putative pregnancy-specific beta-1-glycoprotein 7
LOC114674024	114674024	LOC114674024	heterogeneous nuclear ribonucleoprotein M pseudogene
LOC114674025	114674025	LOC114674025	putative killer cell immunoglobulin-like receptor like protein KIR3DP1
LOC114674026	114674026	LOC114674026	uncharacterized LOC114674026
LOC114674027	114674027	LOC114674027	uncharacterized LOC114674027
LOC114674028	114674028	LOC114674028	uncharacterized LOC114674028
LOC114674029	114674029	LOC114674029	uncharacterized LOC114674029
LOC114674030	114674030	LOC114674030	tubulin beta-8 chain-like
LOC114674031	114674031	LOC114674031	uncharacterized LOC114674031
LOC114674032	114674032	LOC114674032	uncharacterized LOC114674032
LOC114674033	114674033	LOC114674033	uncharacterized LOC114674033
B3GNT3	114674034	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
RPL18A	114674035	RPL18A	ribosomal protein L18a
LOC114674036	114674036	LOC114674036	uncharacterized LOC114674036
LOC114674037	114674037	LOC114674037	uncharacterized LOC114674037
LOC114674038	114674038	LOC114674038	uncharacterized LOC114674038
LOC114674039	114674039	LOC114674039	uncharacterized LOC114674039
LOC114674040	114674040	LOC114674040	uncharacterized LOC114674040
LOC114674041	114674041	LOC114674041	uncharacterized LOC114674041
LOC114674042	114674042	LOC114674042	uncharacterized LOC114674042
LOC114674043	114674043	LOC114674043	uncharacterized LOC114674043
LOC114674044	114674044	LOC114674044	uncharacterized LOC114674044
LOC114674045	114674045	LOC114674045	uncharacterized LOC114674045
LOC114674046	114674046	LOC114674046	uncharacterized LOC114674046
LOC114674047	114674047	LOC114674047	aldose reductase pseudogene
LOC114674048	114674048	LOC114674048	uncharacterized LOC114674048
LOC114674049	114674049	LOC114674049	uncharacterized LOC114674049
LOC114674050	114674050	LOC114674050	flocculation protein FLO11-like
LOC114674051	114674051	LOC114674051	uncharacterized LOC114674051
LOC114674052	114674052	LOC114674052	uncharacterized LOC114674052
LOC114674053	114674053	LOC114674053	uncharacterized LOC114674053
LOC114674054	114674054	LOC114674054	uncharacterized LOC114674054
LOC114674055	114674055	LOC114674055	uncharacterized LOC114674055
LOC114674056	114674056	LOC114674056	uncharacterized LOC114674056
LOC114674057	114674057	LOC114674057	uncharacterized LOC114674057
LOC114674058	114674058	LOC114674058	uncharacterized LOC114674058
LOC114674059	114674059	LOC114674059	uncharacterized LOC114674059
LOC114674060	114674060	LOC114674060	uncharacterized LOC114674060
LOC114674061	114674061	LOC114674061	uncharacterized LOC114674061
LOC114674062	114674062	LOC114674062	60S ribosomal protein L21 pseudogene
LOC114674063	114674063	LOC114674063	uncharacterized LOC114674063
LOC114674064	114674064	LOC114674064	uncharacterized LOC114674064
LOC114674065	114674065	LOC114674065	uncharacterized LOC114674065
LOC114674066	114674066	LOC114674066	chymotrypsin-like elastase family member 2A
LOC114674067	114674067	LOC114674067	chymotrypsin-like elastase family member 2A
LOC114674068	114674068	LOC114674068	14-3-3 protein epsilon pseudogene
LOC114674069	114674069	LOC114674069	uncharacterized LOC114674069
LOC114674070	114674070	LOC114674070	putative zinc finger protein 137
LOC114674071	114674071	LOC114674071	putative zinc finger protein 137
LOC114674072	114674072	LOC114674072	uncharacterized LOC114674072
LOC114674073	114674073	LOC114674073	uncharacterized LOC114674073
LOC114674074	114674074	LOC114674074	zinc finger protein 845
LOC114674075	114674075	LOC114674075	putative zinc finger protein 137
LOC114674076	114674076	LOC114674076	uncharacterized LOC114674076
LOC114674077	114674077	LOC114674077	uncharacterized LOC114674077
LOC114674078	114674078	LOC114674078	uncharacterized LOC114674078
LOC114674079	114674079	LOC114674079	napsin-A
LOC114674080	114674080	LOC114674080	uncharacterized LOC114674080
LOC114674081	114674081	LOC114674081	olfactory receptor 7A17-like
LOC114674082	114674082	LOC114674082	uncharacterized LOC114674082
LOC114674083	114674083	LOC114674083	uncharacterized LOC114674083
MCEMP1	114674084	MCEMP1	mast cell expressed membrane protein 1
LOC114674085	114674085	LOC114674085	uncharacterized LOC114674085
LOC114674086	114674086	LOC114674086	podocan-like protein 1
LOC114674087	114674087	LOC114674087	olfactory receptor 7C1
LOC114674088	114674088	LOC114674088	uncharacterized LOC114674088
LOC114674089	114674089	LOC114674089	uncharacterized LOC114674089
LOC114674090	114674090	LOC114674090	uncharacterized LOC114674090
LOC114674091	114674091	LOC114674091	uncharacterized LOC114674091
LOC114674092	114674092	LOC114674092	40S ribosomal protein S29-like
LOC114674093	114674093	LOC114674093	uncharacterized LOC114674093
LOC114674094	114674094	LOC114674094	ubiquitin-conjugating enzyme E2 C-like
LOC114674095	114674095	LOC114674095	uncharacterized LOC114674095
LOC114674096	114674096	LOC114674096	uncharacterized LOC114674096
LOC114674097	114674097	LOC114674097	uncharacterized LOC114674097
LOC114674098	114674098	LOC114674098	uncharacterized LOC114674098
LOC114674099	114674099	LOC114674099	binder of sperm protein homolog 2-like
LOC114674100	114674100	LOC114674100	endogenous retrovirus group K member 19 Env polyprotein-like
LOC114674101	114674101	LOC114674101	uncharacterized LOC114674101
LOC114674102	114674102	LOC114674102	uncharacterized LOC114674102
LOC114674103	114674103	LOC114674103	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 pseudogene
LOC114674104	114674104	LOC114674104	uncharacterized LOC114674104
LOC114674105	114674105	LOC114674105	olfactory receptor 7A10
LOC114674106	114674106	LOC114674106	uncharacterized LOC114674106
LOC114674107	114674107	LOC114674107	uncharacterized LOC114674107
LOC114674108	114674108	LOC114674108	60S ribosomal protein L37-like
LOC114674109	114674109	LOC114674109	uncharacterized LOC114674109
LOC114674110	114674110	LOC114674110	uncharacterized LOC114674110
LOC114674111	114674111	LOC114674111	uncharacterized LOC114674111
LOC114674112	114674112	LOC114674112	uncharacterized LOC114674112
LOC114674113	114674113	LOC114674113	uncharacterized LOC114674113
LOC114674114	114674114	LOC114674114	uncharacterized LOC114674114
LOC114674115	114674115	LOC114674115	uncharacterized LOC114674115
LOC114674116	114674116	LOC114674116	uncharacterized LOC114674116
LOC114674117	114674117	LOC114674117	uncharacterized LOC114674117
LOC114674118	114674118	LOC114674118	uncharacterized LOC114674118
LOC114674119	114674119	LOC114674119	choriogonadotropin subunit beta
LOC114674120	114674120	LOC114674120	uncharacterized LOC114674120
LOC114674121	114674121	LOC114674121	uncharacterized LOC114674121
FCGRT	114674122	FCGRT	Fc fragment of IgG receptor and transporter
DKKL1	114674123	DKKL1	dickkopf like acrosomal protein 1
LOC114674124	114674124	LOC114674124	mitochondrial import receptor subunit TOM6 homolog pseudogene
LOC114674125	114674125	LOC114674125	poliovirus receptor homolog
LOC114674126	114674126	LOC114674126	unconventional myosin-IXb-like
LOC114674127	114674127	LOC114674127	uncharacterized LOC114674127
LOC114674128	114674128	LOC114674128	up-regulated during skeletal muscle growth protein 5 pseudogene
LOC114674129	114674129	LOC114674129	transmembrane protein PMIS2-like
LOC114674130	114674130	LOC114674130	uncharacterized LOC114674130
LOC114674131	114674131	LOC114674131	ATP synthase subunit f, mitochondrial pseudogene
LOC114674132	114674132	LOC114674132	uncharacterized LOC114674132
LOC114674133	114674133	LOC114674133	uncharacterized LOC114674133
LOC114674134	114674134	LOC114674134	uncharacterized LOC114674134
LOC114674135	114674135	LOC114674135	uncharacterized LOC114674135
LOC114674136	114674136	LOC114674136	uncharacterized LOC114674136
LOC114674137	114674137	LOC114674137	uncharacterized LOC114674137
LOC114674138	114674138	LOC114674138	uncharacterized LOC114674138
LOC114674139	114674139	LOC114674139	uncharacterized LOC114674139
LOC114674140	114674140	LOC114674140	uncharacterized LOC114674140
LOC114674141	114674141	LOC114674141	adenylate kinase isoenzyme 1
LOC114674142	114674142	LOC114674142	uncharacterized LOC114674142
LOC114674143	114674143	LOC114674143	uncharacterized LOC114674143
TRAPPC2B	114674144	TRAPPC2B	trafficking protein particle complex 2B
ZNF773	114674145	ZNF773	zinc finger protein 773
LOC114674146	114674146	LOC114674146	uncharacterized LOC114674146
LOC114674147	114674147	LOC114674147	uncharacterized LOC114674147
LOC114674148	114674148	LOC114674148	uncharacterized LOC114674148
LOC114674149	114674149	LOC114674149	uncharacterized LOC114674149
LOC114674150	114674150	LOC114674150	uncharacterized LOC114674150
LOC114674151	114674151	LOC114674151	uncharacterized LOC114674151
LOC114674152	114674152	LOC114674152	uncharacterized LOC114674152
LOC114674153	114674153	LOC114674153	uncharacterized LOC114674153
ERICH4	114674154	ERICH4	glutamate rich 4
LOC114674155	114674155	LOC114674155	uncharacterized LOC114674155
LOC114674156	114674156	LOC114674156	uncharacterized LOC114674156
PPP1R12C	114674157	PPP1R12C	protein phosphatase 1 regulatory subunit 12C
LOC114674158	114674158	LOC114674158	uncharacterized LOC114674158
LOC114674159	114674159	LOC114674159	NACHT, LRR and PYD domains-containing protein 8-like
LOC114674160	114674160	LOC114674160	uncharacterized LOC114674160
LOC114674161	114674161	LOC114674161	galectin-7
LOC114674162	114674162	LOC114674162	proline-rich protein 23D1-like
CORT	114674163	CORT	cortistatin
LOC114674164	114674164	LOC114674164	uncharacterized LOC114674164
LOC114674165	114674165	LOC114674165	60S ribosomal protein L28 pseudogene
LOC114674166	114674166	LOC114674166	putative olfactory receptor 7A2
LOC114674167	114674167	LOC114674167	olfactory receptor 7A10-like
CCDC194	114674168	CCDC194	coiled-coil domain containing 194
LOC114674169	114674169	LOC114674169	zinc finger protein 101-like
LOC114674170	114674170	LOC114674170	keratin, type I cytoskeletal 18 pseudogene
LOC114674171	114674171	LOC114674171	uncharacterized LOC114674171
LOC114674172	114674172	LOC114674172	zinc finger protein ENSP00000375192-like
LOC114674173	114674173	LOC114674173	zinc finger protein ENSP00000375192-like
LOC114674174	114674174	LOC114674174	putative protein ZNF720
LOC114674175	114674175	LOC114674175	zinc finger protein 98-like
LOC114674176	114674176	LOC114674176	zinc finger protein 726-like
LOC114674177	114674177	LOC114674177	uncharacterized LOC114674177
LOC114674178	114674178	LOC114674178	uncharacterized LOC114674178
LOC114674179	114674179	LOC114674179	uncharacterized LOC114674179
LOC114674180	114674180	LOC114674180	uncharacterized LOC114674180
ZNF101	114674181	ZNF101	zinc finger protein 101
LOC114674182	114674182	LOC114674182	ubiquitin-like protein FUBI pseudogene
LOC114674183	114674183	LOC114674183	zinc finger protein ENSP00000375192-like
LOC114674184	114674184	LOC114674184	zinc finger protein 254-like
LOC114674185	114674185	LOC114674185	signal peptidase complex subunit 1 pseudogene
LOC114674186	114674186	LOC114674186	40S ribosomal protein S29 pseudogene
LOC114674187	114674187	LOC114674187	putative zinc finger protein 876
LOC114674188	114674188	LOC114674188	uncharacterized LOC114674188
LOC114674189	114674189	LOC114674189	uncharacterized LOC114674189
LOC114674190	114674190	LOC114674190	uncharacterized LOC114674190
LOC114674191	114674191	LOC114674191	uncharacterized LOC114674191
LOC114674192	114674192	LOC114674192	uncharacterized LOC114674192
LOC114674193	114674193	LOC114674193	uncharacterized LOC114674193
LOC114674194	114674194	LOC114674194	uncharacterized LOC114674194
LOC114674195	114674195	LOC114674195	uncharacterized LOC114674195
LOC114674196	114674196	LOC114674196	uncharacterized LOC114674196
ZNF254	114674197	ZNF254	zinc finger protein 254
LOC114674198	114674198	LOC114674198	uncharacterized LOC114674198
LOC114674199	114674199	LOC114674199	zinc finger protein 675
LOC114674200	114674200	LOC114674200	40S ribosomal protein S20 pseudogene
LOC114674201	114674201	LOC114674201	uncharacterized LOC114674201
LOC114674202	114674202	LOC114674202	uncharacterized LOC114674202
SPACA6	114674203	SPACA6	sperm acrosome associated 6
LOC114674204	114674204	LOC114674204	uncharacterized LOC114674204
LOC114674205	114674205	LOC114674205	uncharacterized LOC114674205
LOC114674206	114674206	LOC114674206	uncharacterized LOC114674206
LOC114674207	114674207	LOC114674207	uncharacterized LOC114674207
LOC114674208	114674208	LOC114674208	uncharacterized LOC114674208
LOC114674209	114674209	LOC114674209	uncharacterized LOC114674209
LOC114674210	114674210	LOC114674210	uncharacterized LOC114674210
LOC114674211	114674211	LOC114674211	uncharacterized LOC114674211
EGLN2	114674212	EGLN2	egl-9 family hypoxia inducible factor 2
RAB4B	114674213	RAB4B	RAB4B, member RAS oncogene family
LOC114674214	114674214	LOC114674214	cytochrome P450 2C55-like
LOC114674215	114674215	LOC114674215	uncharacterized LOC114674215
LOC114674216	114674216	LOC114674216	uncharacterized LOC114674216
LOC114674217	114674217	LOC114674217	cytochrome P450 2B6-like
LOC114674218	114674218	LOC114674218	cytochrome P450 2A13-like
LOC114674219	114674219	LOC114674219	cytochrome P450 2A13-like
LOC114674220	114674220	LOC114674220	uncharacterized LOC114674220
LOC114674221	114674221	LOC114674221	uncharacterized LOC114674221
LOC114674222	114674222	LOC114674222	uncharacterized LOC114674222
LOC114674223	114674223	LOC114674223	uncharacterized LOC114674223
LOC114674224	114674224	LOC114674224	uncharacterized LOC114674224
LOC114674225	114674225	LOC114674225	uncharacterized LOC114674225
LOC114674226	114674226	LOC114674226	5S ribosomal RNA
LOC114674227	114674227	LOC114674227	small nucleolar RNA U3
LOC114674228	114674228	LOC114674228	small nucleolar RNA U3
LOC114674229	114674229	LOC114674229	U6 spliceosomal RNA
LOC114674230	114674230	LOC114674230	U6 spliceosomal RNA
LOC114674231	114674231	LOC114674231	U6 spliceosomal RNA
LOC114674232	114674232	LOC114674232	U6 spliceosomal RNA
LOC114674233	114674233	LOC114674233	U6 spliceosomal RNA
LOC114674234	114674234	LOC114674234	U6 spliceosomal RNA
LOC114674235	114674235	LOC114674235	U6 spliceosomal RNA
LOC114674236	114674236	LOC114674236	U6 spliceosomal RNA
LOC114674237	114674237	LOC114674237	U6 spliceosomal RNA
LOC114674238	114674238	LOC114674238	U6 spliceosomal RNA
LOC114674239	114674239	LOC114674239	U6 spliceosomal RNA
LOC114674240	114674240	LOC114674240	U6 spliceosomal RNA
LOC114674241	114674241	LOC114674241	U6 spliceosomal RNA
LOC114674242	114674242	LOC114674242	U7 small nuclear RNA
LOC114674243	114674243	LOC114674243	small nucleolar RNA Z195/SNORD33/SNORD32 family
LOC114674244	114674244	LOC114674244	small nucleolar RNA Z195/SNORD33/SNORD32 family
LOC114674245	114674245	LOC114674245	small nucleolar RNA SNORD34
LOC114674246	114674246	LOC114674246	small nucleolar RNA SNORA70
LOC114674247	114674247	LOC114674247	small nucleolar RNA SNORD35
LOC114674248	114674248	LOC114674248	small nucleolar RNA SNORD35
LOC114674249	114674249	LOC114674249	small nucleolar RNA SNORD38
LOC114674250	114674250	LOC114674250	small nucleolar RNA SNORA68
LOC114674251	114674251	LOC114674251	small nucleolar RNA SNORA68
LOC114674252	114674252	LOC114674252	small nucleolar RNA SNORD37
LOC114674253	114674253	LOC114674253	small nucleolar RNA SNORD105
LOC114674254	114674254	LOC114674254	small nucleolar RNA SNORD41
LOC114674255	114674255	LOC114674255	small nucleolar RNA SNORD23
LOC114674256	114674256	LOC114674256	small nucleolar RNA SNORD88
LOC114674257	114674257	LOC114674257	small nucleolar RNA SNORD88
LOC114674258	114674258	LOC114674258	small nucleolar RNA SNORD88
LOC114674259	114674259	LOC114674259	small nucleolar RNA U105B
LOC114674260	114674260	LOC114674260	small nucleolar RNA U13
LOC114674261	114674261	LOC114674261	small nucleolar RNA U13
LOC114674262	114674262	LOC114674262	small nucleolar RNA U13
LOC114674263	114674263	LOC114674263	small nucleolar RNA U13
LOC114674264	114674264	LOC114674264	small nucleolar RNA U13
LOC114674265	114674265	LOC114674265	small nucleolar RNA U13
LOC114674266	114674266	LOC114674266	small nucleolar RNA U13
TRNAN-GUU	114674267	TRNAN-GUU	transfer RNA asparagine (anticodon GUU)
TRNAK-UUU	114674268	TRNAK-UUU	transfer RNA lysine (anticodon UUU)
TRNAK-UUU	114674269	TRNAK-UUU	transfer RNA lysine (anticodon UUU)
TRNAG-UCC	114674270	TRNAG-UCC	transfer RNA glycine (anticodon UCC)
TRNAT-AGU	114674271	TRNAT-AGU	transfer RNA threonine (anticodon AGU)
TRNAF-GAA	114674272	TRNAF-GAA	transfer RNA phenylalanine (anticodon GAA)
TRNAI-UAU	114674273	TRNAI-UAU	transfer RNA isoleucine (anticodon UAU)
LOC114674274	114674274	LOC114674274	uncharacterized LOC114674274
LOC114674275	114674275	LOC114674275	uncharacterized LOC114674275
LOC114674276	114674276	LOC114674276	uncharacterized LOC114674276
LOC114674277	114674277	LOC114674277	uncharacterized LOC114674277
LOC114674278	114674278	LOC114674278	uncharacterized LOC114674278
LOC114674279	114674279	LOC114674279	uncharacterized LOC114674279
LOC114674280	114674280	LOC114674280	uncharacterized LOC114674280
LOC114674281	114674281	LOC114674281	uncharacterized LOC114674281
LOC114674282	114674282	LOC114674282	uncharacterized LOC114674282
LOC114674283	114674283	LOC114674283	uncharacterized LOC114674283
LOC114674284	114674284	LOC114674284	uncharacterized LOC114674284
LOC114674285	114674285	LOC114674285	uncharacterized LOC114674285
LOC114674286	114674286	LOC114674286	uncharacterized LOC114674286
LOC114674287	114674287	LOC114674287	uncharacterized LOC114674287
LOC114674288	114674288	LOC114674288	uncharacterized LOC114674288
LOC114674289	114674289	LOC114674289	uncharacterized LOC114674289
LOC114674290	114674290	LOC114674290	uncharacterized LOC114674290
LOC114674291	114674291	LOC114674291	uncharacterized LOC114674291
PERCC1	114674292	PERCC1	proline and glutamate rich with coiled coil 1
LOC114674293	114674293	LOC114674293	uncharacterized LOC114674293
LOC114674294	114674294	LOC114674294	uncharacterized LOC114674294
LOC114674295	114674295	LOC114674295	uncharacterized LOC114674295
LOC114674296	114674296	LOC114674296	uncharacterized LOC114674296
LOC114674297	114674297	LOC114674297	uncharacterized LOC114674297
LOC114674298	114674298	LOC114674298	uncharacterized LOC114674298
LOC114674299	114674299	LOC114674299	uncharacterized LOC114674299
LOC114674300	114674300	LOC114674300	uncharacterized LOC114674300
LOC114674301	114674301	LOC114674301	uncharacterized LOC114674301
LOC114674302	114674302	LOC114674302	heterogeneous nuclear ribonucleoproteins C1/C2-like
LOC114674303	114674303	LOC114674303	uncharacterized LOC114674303
LOC114674304	114674304	LOC114674304	predicted GPI-anchored protein 58
LOC114674305	114674305	LOC114674305	uncharacterized LOC114674305
LOC114674306	114674306	LOC114674306	uncharacterized LOC114674306
LOC114674307	114674307	LOC114674307	uncharacterized LOC114674307
LOC114674308	114674308	LOC114674308	uncharacterized LOC114674308
LOC114674309	114674309	LOC114674309	uncharacterized LOC114674309
LOC114674310	114674310	LOC114674310	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3
LOC114674311	114674311	LOC114674311	uncharacterized LOC114674311
LOC114674312	114674312	LOC114674312	uncharacterized LOC114674312
LOC114674313	114674313	LOC114674313	uncharacterized LOC114674313
LOC114674314	114674314	LOC114674314	uncharacterized LOC114674314
LOC114674315	114674315	LOC114674315	uncharacterized LOC114674315
LOC114674316	114674316	LOC114674316	uncharacterized LOC114674316
LOC114674317	114674317	LOC114674317	ubiquitin-like
LOC114674318	114674318	LOC114674318	60S ribosomal protein L35a pseudogene
LOC114674319	114674319	LOC114674319	uncharacterized LOC114674319
LOC114674320	114674320	LOC114674320	uncharacterized LOC114674320
LOC114674321	114674321	LOC114674321	uncharacterized LOC114674321
LOC114674322	114674322	LOC114674322	protein GVQW1-like
LOC114674323	114674323	LOC114674323	uncharacterized LOC114674323
LOC114674324	114674324	LOC114674324	uncharacterized LOC114674324
LOC114674325	114674325	LOC114674325	uncharacterized LOC114674325
LOC114674326	114674326	LOC114674326	uncharacterized LOC114674326
LOC114674327	114674327	LOC114674327	uncharacterized LOC114674327
LOC114674328	114674328	LOC114674328	uncharacterized LOC114674328
LOC114674329	114674329	LOC114674329	uncharacterized LOC114674329
LOC114674330	114674330	LOC114674330	ras-related protein Rab-1A pseudogene
C20H16orf97	114674331	C20H16orf97	chromosome 20 C16orf97 homolog
LOC114674332	114674332	LOC114674332	uncharacterized LOC114674332
LOC114674333	114674333	LOC114674333	uncharacterized LOC114674333
LOC114674334	114674334	LOC114674334	uncharacterized LOC114674334
LOC114674335	114674335	LOC114674335	uncharacterized LOC114674335
LOC114674336	114674336	LOC114674336	uncharacterized LOC114674336
LOC114674337	114674337	LOC114674337	uncharacterized LOC114674337
LOC114674338	114674338	LOC114674338	uncharacterized LOC114674338
LOC114674339	114674339	LOC114674339	uncharacterized LOC114674339
LOC114674340	114674340	LOC114674340	uncharacterized LOC114674340
LOC114674341	114674341	LOC114674341	small integral membrane protein 30-like
LOC114674342	114674342	LOC114674342	filamin-B-like
LOC114674343	114674343	LOC114674343	zinc finger protein 736-like
LOC114674344	114674344	LOC114674344	tripartite motif-containing protein 60-like
LOC114674345	114674345	LOC114674345	SHC SH2 domain-binding protein 1-like
LOC114674346	114674346	LOC114674346	putative cyclin-Y-like protein 3
LOC114674347	114674347	LOC114674347	double homeobox protein 4C-like
LOC114674348	114674348	LOC114674348	uracil-DNA glycosylase pseudogene
LOC114674349	114674349	LOC114674349	uncharacterized LOC114674349
DUXB	114674350	DUXB	double homeobox B
LOC114674351	114674351	LOC114674351	uncharacterized LOC114674351
LOC114674352	114674352	LOC114674352	uncharacterized LOC114674352
LOC114674353	114674353	LOC114674353	UPF0687 protein C20orf27-like
LOC114674354	114674354	LOC114674354	uncharacterized LOC114674354
LOC114674355	114674355	LOC114674355	uncharacterized LOC114674355
LOC114674356	114674356	LOC114674356	uncharacterized LOC114674356
LOC114674357	114674357	LOC114674357	uncharacterized LOC114674357
LOC114674358	114674358	LOC114674358	uncharacterized LOC114674358
LOC114674359	114674359	LOC114674359	uncharacterized LOC114674359
LOC114674360	114674360	LOC114674360	uncharacterized LOC114674360
TLE7	114674361	TLE7	TLE family member 7
LOC114674362	114674362	LOC114674362	uncharacterized LOC114674362
LOC114674363	114674363	LOC114674363	uncharacterized LOC114674363
LOC114674364	114674364	LOC114674364	uncharacterized LOC114674364
LOC114674365	114674365	LOC114674365	uncharacterized LOC114674365
LOC114674366	114674366	LOC114674366	uncharacterized LOC114674366
LOC114674367	114674367	LOC114674367	uncharacterized LOC114674367
LOC114674368	114674368	LOC114674368	uncharacterized LOC114674368
LOC114674369	114674369	LOC114674369	uncharacterized LOC114674369
LOC114674370	114674370	LOC114674370	uncharacterized LOC114674370
LOC114674371	114674371	LOC114674371	uncharacterized LOC114674371
LOC114674372	114674372	LOC114674372	uncharacterized LOC114674372
LOC114674373	114674373	LOC114674373	putative serine protease 29
LOC114674374	114674374	LOC114674374	uncharacterized LOC114674374
LOC114674375	114674375	LOC114674375	uncharacterized LOC114674375
LOC114674376	114674376	LOC114674376	uncharacterized LOC114674376
LOC114674377	114674377	LOC114674377	uncharacterized LOC114674377
LOC114674378	114674378	LOC114674378	60S ribosomal protein L35a pseudogene
LOC114674379	114674379	LOC114674379	uncharacterized LOC114674379
LOC114674380	114674380	LOC114674380	cyclin-Y-like protein 1
LOC114674381	114674381	LOC114674381	uncharacterized LOC114674381
LOC114674382	114674382	LOC114674382	uncharacterized LOC114674382
LOC114674383	114674383	LOC114674383	uncharacterized LOC114674383
LOC114674384	114674384	LOC114674384	uncharacterized LOC114674384
LOC114674385	114674385	LOC114674385	uncharacterized LOC114674385
CPHXL	114674386	CPHXL	cytoplasmic polyadenylated homeobox like
LOC114674387	114674387	LOC114674387	uncharacterized LOC114674387
CCNYL3	114674388	CCNYL3	cyclin Y like 3 (pseudogene)
LOC114674389	114674389	LOC114674389	uncharacterized LOC114674389
LOC114674390	114674390	LOC114674390	uncharacterized LOC114674390
