alias	gene_id	gene_symbol	gene_desc
LOC111092093	111092093	LOC111092093	interferon regulatory factor 3-like
LOC111092094	111092094	LOC111092094	uncharacterized LOC111092094
LOC111092095	111092095	LOC111092095	uncharacterized LOC111092095
LOC111092096	111092096	LOC111092096	uncharacterized LOC111092096
LOC111092097	111092097	LOC111092097	uncharacterized LOC111092097
LOC111092098	111092098	LOC111092098	uncharacterized LOC111092098
LOC111092099	111092099	LOC111092099	uncharacterized LOC111092099
LOC111092100	111092100	LOC111092100	uncharacterized LOC111092100
LOC111092101	111092101	LOC111092101	uncharacterized LOC111092101
LOC111092102	111092102	LOC111092102	uncharacterized LOC111092102
LOC111092103	111092103	LOC111092103	uncharacterized LOC111092103
LOC111092104	111092104	LOC111092104	uncharacterized LOC111092104
LOC111092105	111092105	LOC111092105	uncharacterized LOC111092105
LOC111092106	111092106	LOC111092106	uncharacterized LOC111092106
LOC111092107	111092107	LOC111092107	uncharacterized LOC111092107
LOC111092108	111092108	LOC111092108	uncharacterized LOC111092108
LOC111092109	111092109	LOC111092109	uncharacterized LOC111092109
LOC111092110	111092110	LOC111092110	uncharacterized LOC111092110
LOC111092111	111092111	LOC111092111	uncharacterized LOC111092111
LOC111092112	111092112	LOC111092112	uncharacterized LOC111092112
LOC111092113	111092113	LOC111092113	uncharacterized LOC111092113
LOC111092114	111092114	LOC111092114	uncharacterized LOC111092114
LOC111092115	111092115	LOC111092115	uncharacterized LOC111092115
LOC111092116	111092116	LOC111092116	uncharacterized LOC111092116
LOC111092117	111092117	LOC111092117	uncharacterized LOC111092117
LOC111092118	111092118	LOC111092118	uncharacterized LOC111092118
LOC111092119	111092119	LOC111092119	uncharacterized LOC111092119
LOC111092120	111092120	LOC111092120	uncharacterized LOC111092120
LOC111092121	111092121	LOC111092121	uncharacterized LOC111092121
LOC111092122	111092122	LOC111092122	uncharacterized LOC111092122
LOC111092123	111092123	LOC111092123	uncharacterized LOC111092123
LOC111092124	111092124	LOC111092124	uncharacterized LOC111092124
LOC111092125	111092125	LOC111092125	putative zinc finger protein 840
LOC111092126	111092126	LOC111092126	uncharacterized LOC111092126
LOC111092127	111092127	LOC111092127	uncharacterized LOC111092127
LOC111092128	111092128	LOC111092128	uncharacterized LOC111092128
LOC111092129	111092129	LOC111092129	uncharacterized LOC111092129
LOC111092130	111092130	LOC111092130	uncharacterized LOC111092130
LOC111092131	111092131	LOC111092131	uncharacterized LOC111092131
LOC111092132	111092132	LOC111092132	uncharacterized LOC111092132
LOC111092133	111092133	LOC111092133	uncharacterized LOC111092133
LOC111092134	111092134	LOC111092134	uncharacterized LOC111092134
LOC111092135	111092135	LOC111092135	uncharacterized LOC111092135
LOC111092136	111092136	LOC111092136	uncharacterized LOC111092136
LOC111092137	111092137	LOC111092137	uncharacterized LOC111092137
LOC111092138	111092138	LOC111092138	uncharacterized LOC111092138
LOC111092139	111092139	LOC111092139	uncharacterized LOC111092139
LOC111092140	111092140	LOC111092140	uncharacterized LOC111092140
LOC111092141	111092141	LOC111092141	uncharacterized LOC111092141
LOC111092142	111092142	LOC111092142	uncharacterized LOC111092142
LOC111092143	111092143	LOC111092143	uncharacterized LOC111092143
LOC111092144	111092144	LOC111092144	uncharacterized LOC111092144
LOC111092145	111092145	LOC111092145	uncharacterized LOC111092145
LOC111092146	111092146	LOC111092146	uncharacterized LOC111092146
LOC111092147	111092147	LOC111092147	uncharacterized LOC111092147
LOC111092148	111092148	LOC111092148	signal-regulatory protein beta-1-like
LOC111092149	111092149	LOC111092149	uncharacterized LOC111092149
LOC111092150	111092150	LOC111092150	uncharacterized LOC111092150
LOC111092151	111092151	LOC111092151	uncharacterized LOC111092151
LOC111092152	111092152	LOC111092152	uncharacterized LOC111092152
LOC111092153	111092153	LOC111092153	uncharacterized LOC111092153
LOC111092154	111092154	LOC111092154	uncharacterized LOC111092154
LOC111092155	111092155	LOC111092155	uncharacterized LOC111092155
LOC111092156	111092156	LOC111092156	uncharacterized LOC111092156
LOC111092157	111092157	LOC111092157	uncharacterized LOC111092157
LOC111092158	111092158	LOC111092158	uncharacterized LOC111092158
LOC111092159	111092159	LOC111092159	uncharacterized LOC111092159
LOC111092160	111092160	LOC111092160	uncharacterized LOC111092160
LOC111092161	111092161	LOC111092161	uncharacterized LOC111092161
LOC111092162	111092162	LOC111092162	uncharacterized LOC111092162
LOC111092163	111092163	LOC111092163	uncharacterized LOC111092163
LOC111092164	111092164	LOC111092164	uncharacterized LOC111092164
LOC111092165	111092165	LOC111092165	vomeromodulin-like
LOC111092166	111092166	LOC111092166	uncharacterized LOC111092166
SMIM26	111092167	SMIM26	small integral membrane protein 26
LOC111092168	111092168	LOC111092168	uncharacterized LOC111092168
LOC111092169	111092169	LOC111092169	uncharacterized LOC111092169
LOC111092170	111092170	LOC111092170	uncharacterized LOC111092170
LOC111092171	111092171	LOC111092171	double-headed protease inhibitor, submandibular gland
LOC111092172	111092172	LOC111092172	uncharacterized LOC111092172
LOC111092173	111092173	LOC111092173	uncharacterized LOC111092173
LOC111092174	111092174	LOC111092174	uncharacterized LOC111092174
LOC111092175	111092175	LOC111092175	uncharacterized LOC111092175
LOC111092176	111092176	LOC111092176	uncharacterized LOC111092176
LOC111092177	111092177	LOC111092177	uncharacterized LOC111092177
LOC111092178	111092178	LOC111092178	uncharacterized LOC111092178
LOC111092179	111092179	LOC111092179	uncharacterized LOC111092179
LOC111092180	111092180	LOC111092180	uncharacterized LOC111092180
LOC111092181	111092181	LOC111092181	uncharacterized LOC111092181
LOC111092182	111092182	LOC111092182	uncharacterized LOC111092182
LOC111092183	111092183	LOC111092183	uncharacterized LOC111092183
LOC111092184	111092184	LOC111092184	uncharacterized LOC111092184
LOC111092185	111092185	LOC111092185	uncharacterized LOC111092185
LOC111092186	111092186	LOC111092186	uncharacterized LOC111092186
LOC111092187	111092187	LOC111092187	uncharacterized LOC111092187
LOC111092188	111092188	LOC111092188	uncharacterized LOC111092188
LOC111092189	111092189	LOC111092189	uncharacterized LOC111092189
LOC111092190	111092190	LOC111092190	uncharacterized LOC111092190
LOC111092191	111092191	LOC111092191	uncharacterized LOC111092191
LOC111092192	111092192	LOC111092192	uncharacterized LOC111092192
LOC111092193	111092193	LOC111092193	uncharacterized LOC111092193
LOC111092194	111092194	LOC111092194	uncharacterized LOC111092194
LOC111092195	111092195	LOC111092195	uncharacterized LOC111092195
LOC111092196	111092196	LOC111092196	uncharacterized LOC111092196
LOC111092197	111092197	LOC111092197	uncharacterized LOC111092197
LOC111092198	111092198	LOC111092198	uncharacterized LOC111092198
LOC111092199	111092199	LOC111092199	uncharacterized LOC111092199
LOC111092200	111092200	LOC111092200	uncharacterized LOC111092200
LOC111092201	111092201	LOC111092201	uncharacterized LOC111092201
LOC111092202	111092202	LOC111092202	uncharacterized LOC111092202
LOC111092203	111092203	LOC111092203	uncharacterized LOC111092203
LOC111092204	111092204	LOC111092204	uncharacterized LOC111092204
LOC111092205	111092205	LOC111092205	uncharacterized LOC111092205
LOC111092206	111092206	LOC111092206	uncharacterized LOC111092206
LOC111092207	111092207	LOC111092207	uncharacterized LOC111092207
LOC111092208	111092208	LOC111092208	uncharacterized LOC111092208
LOC111092209	111092209	LOC111092209	uncharacterized LOC111092209
LOC111092210	111092210	LOC111092210	uncharacterized LOC111092210
LOC111092211	111092211	LOC111092211	uncharacterized LOC111092211
LOC111092212	111092212	LOC111092212	uncharacterized LOC111092212
LOC111092213	111092213	LOC111092213	uncharacterized LOC111092213
LOC111092214	111092214	LOC111092214	uncharacterized LOC111092214
LOC111092215	111092215	LOC111092215	uncharacterized LOC111092215
LOC111092216	111092216	LOC111092216	uncharacterized LOC111092216
LOC111092217	111092217	LOC111092217	uncharacterized LOC111092217
LOC111092218	111092218	LOC111092218	uncharacterized LOC111092218
LOC111092219	111092219	LOC111092219	uncharacterized LOC111092219
LOC111092220	111092220	LOC111092220	uncharacterized LOC111092220
LOC111092221	111092221	LOC111092221	uncharacterized LOC111092221
LOC111092222	111092222	LOC111092222	uncharacterized LOC111092222
LOC111092223	111092223	LOC111092223	uncharacterized LOC111092223
LOC111092224	111092224	LOC111092224	uncharacterized LOC111092224
LOC111092225	111092225	LOC111092225	uncharacterized LOC111092225
LOC111092226	111092226	LOC111092226	uncharacterized LOC111092226
C24H20orf144	111092227	C24H20orf144	chromosome 24 C20orf144 homolog
LOC111092228	111092228	LOC111092228	uncharacterized LOC111092228
LOC111092229	111092229	LOC111092229	uncharacterized LOC111092229
LOC111092230	111092230	LOC111092230	uncharacterized LOC111092230
LOC111092231	111092231	LOC111092231	uncharacterized LOC111092231
LOC111092232	111092232	LOC111092232	uncharacterized LOC111092232
LOC111092233	111092233	LOC111092233	uncharacterized LOC111092233
LOC111092234	111092234	LOC111092234	uncharacterized LOC111092234
LOC111092235	111092235	LOC111092235	uncharacterized LOC111092235
LOC111092236	111092236	LOC111092236	uncharacterized LOC111092236
LOC111092237	111092237	LOC111092237	uncharacterized LOC111092237
LOC111092238	111092238	LOC111092238	uncharacterized LOC111092238
LOC111092239	111092239	LOC111092239	CDGSH iron-sulfur domain-containing protein 1 pseudogene
LOC111092240	111092240	LOC111092240	uncharacterized LOC111092240
LOC111092241	111092241	LOC111092241	uncharacterized LOC111092241
LOC111092242	111092242	LOC111092242	uncharacterized LOC111092242
LOC111092243	111092243	LOC111092243	uncharacterized LOC111092243
LOC111092244	111092244	LOC111092244	uncharacterized LOC111092244
LOC111092245	111092245	LOC111092245	uncharacterized LOC111092245
LOC111092246	111092246	LOC111092246	uncharacterized LOC111092246
LOC111092247	111092247	LOC111092247	40S ribosomal protein S30-like
LOC111092248	111092248	LOC111092248	nuclease-sensitive element-binding protein 1 pseudogene
LOC111092249	111092249	LOC111092249	uncharacterized LOC111092249
LOC111092250	111092250	LOC111092250	pantothenate kinase 2, mitochondrial-like
LOC111092251	111092251	LOC111092251	arginine-glutamic acid dipeptide repeats protein-like
LOC111092252	111092252	LOC111092252	zinc finger CCHC domain-containing protein 23-like
LOC111092253	111092253	LOC111092253	basic salivary proline-rich protein 1-like
LOC111092254	111092254	LOC111092254	hornerin
LOC111092255	111092255	LOC111092255	uncharacterized LOC111092255
LOC111092256	111092256	LOC111092256	uncharacterized LOC111092256
LOC111092257	111092257	LOC111092257	uncharacterized LOC111092257
LOC111092258	111092258	LOC111092258	uncharacterized LOC111092258
LOC111092259	111092259	LOC111092259	uncharacterized LOC111092259
LOC111092260	111092260	LOC111092260	uncharacterized LOC111092260
LOC111092261	111092261	LOC111092261	uncharacterized LOC111092261
LOC111092262	111092262	LOC111092262	uncharacterized LOC111092262
LOC111092263	111092263	LOC111092263	uncharacterized LOC111092263
TRNAS-GCU	111092264	TRNAS-GCU	transfer RNA serine (anticodon GCU)
TRNAK-CUU	111092265	TRNAK-CUU	transfer RNA lysine (anticodon CUU)
LOC111092266	111092266	LOC111092266	uncharacterized LOC111092266
LOC111092267	111092267	LOC111092267	uncharacterized LOC111092267
LOC111092268	111092268	LOC111092268	uncharacterized LOC111092268
LOC111092269	111092269	LOC111092269	40S ribosomal protein S24-like
LOC111092270	111092270	LOC111092270	uncharacterized LOC111092270
LOC111092271	111092271	LOC111092271	uncharacterized LOC111092271
LOC111092272	111092272	LOC111092272	uncharacterized LOC111092272
LOC111092273	111092273	LOC111092273	uncharacterized LOC111092273
LOC111092274	111092274	LOC111092274	uncharacterized LOC111092274
LOC111092275	111092275	LOC111092275	uncharacterized LOC111092275
LOC111092276	111092276	LOC111092276	rRNA-processing protein FCF1 homolog pseudogene
LOC111092277	111092277	LOC111092277	uncharacterized LOC111092277
LOC111092278	111092278	LOC111092278	uncharacterized LOC111092278
LOC111092279	111092279	LOC111092279	uncharacterized LOC111092279
LOC111092280	111092280	LOC111092280	uncharacterized LOC111092280
LOC111092281	111092281	LOC111092281	uncharacterized LOC111092281
LOC111092282	111092282	LOC111092282	uncharacterized LOC111092282
LOC111092283	111092283	LOC111092283	uncharacterized LOC111092283
LOC111092284	111092284	LOC111092284	uncharacterized LOC111092284
LOC111092285	111092285	LOC111092285	uncharacterized LOC111092285
LOC111092286	111092286	LOC111092286	uncharacterized LOC111092286
LOC111092287	111092287	LOC111092287	uncharacterized LOC111092287
LOC111092288	111092288	LOC111092288	uncharacterized LOC111092288
LOC111092289	111092289	LOC111092289	uncharacterized LOC111092289
OR9S23P	111092290	OR9S23P	olfactory receptor family 9 subfamily S member 23, pseudogene
LOC111092291	111092291	LOC111092291	uncharacterized LOC111092291
LOC111092292	111092292	LOC111092292	uncharacterized LOC111092292
LOC111092293	111092293	LOC111092293	uncharacterized LOC111092293
LOC111092294	111092294	LOC111092294	uncharacterized LOC111092294
LOC111092295	111092295	LOC111092295	uncharacterized LOC111092295
LOC111092296	111092296	LOC111092296	uncharacterized LOC111092296
LOC111092297	111092297	LOC111092297	uncharacterized LOC111092297
LOC111092298	111092298	LOC111092298	uncharacterized LOC111092298
LOC111092299	111092299	LOC111092299	histone-lysine N-methyltransferase SUV39H2 pseudogene
LOC111092300	111092300	LOC111092300	uncharacterized LOC111092300
LOC111092301	111092301	LOC111092301	ankyrin repeat domain-containing protein 26-like
LOC111092302	111092302	LOC111092302	uncharacterized LOC111092302
LOC111092303	111092303	LOC111092303	uncharacterized LOC111092303
LOC111092304	111092304	LOC111092304	uncharacterized LOC111092304
LOC111092305	111092305	LOC111092305	uncharacterized LOC111092305
LOC111092306	111092306	LOC111092306	translation initiation factor IF-2-like
PRLH	111092307	PRLH	prolactin releasing hormone
LOC111092308	111092308	LOC111092308	uncharacterized LOC111092308
LOC111092309	111092309	LOC111092309	uncharacterized LOC111092309
LOC111092310	111092310	LOC111092310	uncharacterized LOC111092310
LOC111092311	111092311	LOC111092311	uncharacterized LOC111092311
LOC111092312	111092312	LOC111092312	uncharacterized LOC111092312
LOC111092313	111092313	LOC111092313	uncharacterized LOC111092313
LOC111092314	111092314	LOC111092314	uncharacterized LOC111092314
LOC111092315	111092315	LOC111092315	uncharacterized LOC111092315
LOC111092316	111092316	LOC111092316	uncharacterized LOC111092316
LOC111092317	111092317	LOC111092317	uncharacterized LOC111092317
LOC111092318	111092318	LOC111092318	translation initiation factor IF-2-like
LOC111092319	111092319	LOC111092319	uncharacterized LOC111092319
LOC111092320	111092320	LOC111092320	40S ribosomal protein S4, X isoform-like
LOC111092321	111092321	LOC111092321	antifreeze protein Maxi-like
LOC111092322	111092322	LOC111092322	uncharacterized LOC111092322
LOC111092323	111092323	LOC111092323	uncharacterized LOC111092323
LOC111092324	111092324	LOC111092324	uncharacterized LOC111092324
LOC111092325	111092325	LOC111092325	uncharacterized LOC111092325
LOC111092326	111092326	LOC111092326	uncharacterized LOC111092326
LOC111092327	111092327	LOC111092327	uncharacterized LOC111092327
LOC111092328	111092328	LOC111092328	uncharacterized LOC111092328
LOC111092329	111092329	LOC111092329	uncharacterized LOC111092329
LOC111092330	111092330	LOC111092330	uncharacterized LOC111092330
LOC111092331	111092331	LOC111092331	uncharacterized LOC111092331
LOC111092332	111092332	LOC111092332	uncharacterized LOC111092332
LOC111092333	111092333	LOC111092333	uncharacterized LOC111092333
LOC111092334	111092334	LOC111092334	uncharacterized LOC111092334
LOC111092335	111092335	LOC111092335	uncharacterized LOC111092335
LOC111092336	111092336	LOC111092336	uncharacterized LOC111092336
LOC111092337	111092337	LOC111092337	uncharacterized LOC111092337
LOC111092338	111092338	LOC111092338	uncharacterized LOC111092338
LOC111092339	111092339	LOC111092339	uncharacterized LOC111092339
LOC111092340	111092340	LOC111092340	protein FAM32A pseudogene
LOC111092341	111092341	LOC111092341	uncharacterized LOC111092341
LOC111092342	111092342	LOC111092342	uncharacterized LOC111092342
LOC111092343	111092343	LOC111092343	uncharacterized LOC111092343
LOC111092344	111092344	LOC111092344	uncharacterized LOC111092344
LOC111092345	111092345	LOC111092345	uncharacterized LOC111092345
LOC111092346	111092346	LOC111092346	uncharacterized LOC111092346
LOC111092347	111092347	LOC111092347	uncharacterized LOC111092347
LOC111092348	111092348	LOC111092348	uncharacterized LOC111092348
LOC111092349	111092349	LOC111092349	uncharacterized LOC111092349
LOC111092350	111092350	LOC111092350	uncharacterized LOC111092350
LOC111092351	111092351	LOC111092351	eukaryotic translation initiation factor 4E type 2 pseudogene
LOC111092352	111092352	LOC111092352	uncharacterized LOC111092352
LOC111092353	111092353	LOC111092353	uncharacterized LOC111092353
LOC111092354	111092354	LOC111092354	uncharacterized LOC111092354
LOC111092355	111092355	LOC111092355	uncharacterized LOC111092355
LOC111092356	111092356	LOC111092356	uncharacterized LOC111092356
LOC111092357	111092357	LOC111092357	uncharacterized LOC111092357
LOC111092358	111092358	LOC111092358	uncharacterized LOC111092358
LOC111092359	111092359	LOC111092359	uncharacterized LOC111092359
LOC111092360	111092360	LOC111092360	uncharacterized LOC111092360
LOC111092361	111092361	LOC111092361	uncharacterized LOC111092361
LOC111092362	111092362	LOC111092362	uncharacterized LOC111092362
LOC111092363	111092363	LOC111092363	uncharacterized LOC111092363
LOC111092364	111092364	LOC111092364	uncharacterized LOC111092364
LOC111092365	111092365	LOC111092365	uncharacterized LOC111092365
LOC111092366	111092366	LOC111092366	uncharacterized LOC111092366
LOC111092367	111092367	LOC111092367	uncharacterized LOC111092367
LOC111092368	111092368	LOC111092368	uncharacterized LOC111092368
LOC111092369	111092369	LOC111092369	uncharacterized LOC111092369
LOC111092370	111092370	LOC111092370	uncharacterized LOC111092370
LOC111092371	111092371	LOC111092371	60S ribosomal protein L39 pseudogene
LOC111092372	111092372	LOC111092372	uncharacterized LOC111092372
LOC111092373	111092373	LOC111092373	uncharacterized LOC111092373
LOC111092374	111092374	LOC111092374	uncharacterized LOC111092374
LOC111092375	111092375	LOC111092375	uncharacterized LOC111092375
LOC111092376	111092376	LOC111092376	uncharacterized LOC111092376
LOC111092377	111092377	LOC111092377	uncharacterized LOC111092377
LOC111092378	111092378	LOC111092378	uncharacterized LOC111092378
LOC111092379	111092379	LOC111092379	uncharacterized LOC111092379
LOC111092380	111092380	LOC111092380	uncharacterized LOC111092380
LOC111092381	111092381	LOC111092381	uncharacterized LOC111092381
LOC111092382	111092382	LOC111092382	uncharacterized LOC111092382
LOC111092383	111092383	LOC111092383	uncharacterized LOC111092383
LOC111092384	111092384	LOC111092384	uncharacterized LOC111092384
LOC111092385	111092385	LOC111092385	60S ribosomal protein L15-like
LOC111092386	111092386	LOC111092386	uncharacterized LOC111092386
LOC111092387	111092387	LOC111092387	uncharacterized LOC111092387
LOC111092388	111092388	LOC111092388	uncharacterized LOC111092388
LOC111092389	111092389	LOC111092389	uncharacterized LOC111092389
LOC111092390	111092390	LOC111092390	uncharacterized LOC111092390
LOC111092391	111092391	LOC111092391	uncharacterized LOC111092391
LOC111092392	111092392	LOC111092392	uncharacterized LOC111092392
LOC111092393	111092393	LOC111092393	uncharacterized LOC111092393
LOC111092394	111092394	LOC111092394	uncharacterized LOC111092394
LOC111092395	111092395	LOC111092395	uncharacterized LOC111092395
LOC111092396	111092396	LOC111092396	uncharacterized LOC111092396
LOC111092397	111092397	LOC111092397	uncharacterized LOC111092397
LOC111092398	111092398	LOC111092398	uncharacterized LOC111092398
LOC111092399	111092399	LOC111092399	uncharacterized LOC111092399
LOC111092400	111092400	LOC111092400	uncharacterized LOC111092400
LOC111092401	111092401	LOC111092401	uncharacterized LOC111092401
LOC111092402	111092402	LOC111092402	uncharacterized LOC111092402
LOC111092403	111092403	LOC111092403	uncharacterized LOC111092403
LOC111092404	111092404	LOC111092404	DNA-directed RNA polymerases I and III subunit RPAC2
LOC111092405	111092405	LOC111092405	uncharacterized LOC111092405
LOC111092406	111092406	LOC111092406	uncharacterized LOC111092406
LOC111092407	111092407	LOC111092407	uncharacterized LOC111092407
LOC111092408	111092408	LOC111092408	uncharacterized LOC111092408
LOC111092409	111092409	LOC111092409	uncharacterized LOC111092409
LOC111092410	111092410	LOC111092410	uncharacterized LOC111092410
LOC111092411	111092411	LOC111092411	uncharacterized LOC111092411
LOC111092412	111092412	LOC111092412	uncharacterized LOC111092412
LOC111092413	111092413	LOC111092413	uncharacterized LOC111092413
LOC111092414	111092414	LOC111092414	uncharacterized LOC111092414
LOC111092415	111092415	LOC111092415	uncharacterized LOC111092415
LOC111092416	111092416	LOC111092416	uncharacterized LOC111092416
LOC111092417	111092417	LOC111092417	uncharacterized LOC111092417
LOC111092418	111092418	LOC111092418	uncharacterized LOC111092418
LOC111092419	111092419	LOC111092419	uncharacterized LOC111092419
LOC111092420	111092420	LOC111092420	uncharacterized LOC111092420
LOC111092421	111092421	LOC111092421	uncharacterized LOC111092421
LOC111092422	111092422	LOC111092422	uncharacterized LOC111092422
LOC111092423	111092423	LOC111092423	uncharacterized LOC111092423
LOC111092424	111092424	LOC111092424	uncharacterized LOC111092424
LOC111092425	111092425	LOC111092425	uncharacterized LOC111092425
LOC111092426	111092426	LOC111092426	uncharacterized LOC111092426
LOC111092427	111092427	LOC111092427	uncharacterized LOC111092427
LOC111092428	111092428	LOC111092428	uncharacterized LOC111092428
LOC111092429	111092429	LOC111092429	thymosin beta-4 pseudogene
LOC111092430	111092430	LOC111092430	uncharacterized LOC111092430
LOC111092431	111092431	LOC111092431	uncharacterized LOC111092431
LOC111092432	111092432	LOC111092432	uncharacterized LOC111092432
LOC111092433	111092433	LOC111092433	uncharacterized LOC111092433
LOC111092434	111092434	LOC111092434	uncharacterized LOC111092434
LOC111092435	111092435	LOC111092435	uncharacterized LOC111092435
LOC111092436	111092436	LOC111092436	uncharacterized LOC111092436
LOC111092437	111092437	LOC111092437	uncharacterized LOC111092437
LOC111092438	111092438	LOC111092438	uncharacterized LOC111092438
LOC111092439	111092439	LOC111092439	uncharacterized LOC111092439
LOC111092440	111092440	LOC111092440	uncharacterized LOC111092440
LOC111092441	111092441	LOC111092441	uncharacterized LOC111092441
LOC111092442	111092442	LOC111092442	uncharacterized LOC111092442
LOC111092443	111092443	LOC111092443	uncharacterized LOC111092443
LOC111092444	111092444	LOC111092444	uncharacterized LOC111092444
LOC111092445	111092445	LOC111092445	uncharacterized LOC111092445
LOC111092446	111092446	LOC111092446	uncharacterized LOC111092446
LOC111092447	111092447	LOC111092447	uncharacterized LOC111092447
LOC111092448	111092448	LOC111092448	uncharacterized LOC111092448
LOC111092449	111092449	LOC111092449	uncharacterized LOC111092449
LOC111092450	111092450	LOC111092450	uncharacterized LOC111092450
LOC111092451	111092451	LOC111092451	uncharacterized LOC111092451
LOC111092452	111092452	LOC111092452	uncharacterized LOC111092452
LOC111092453	111092453	LOC111092453	uncharacterized LOC111092453
LOC111092454	111092454	LOC111092454	uncharacterized LOC111092454
LOC111092455	111092455	LOC111092455	uncharacterized LOC111092455
LOC111092456	111092456	LOC111092456	methylglutaconyl-CoA hydratase, mitochondrial-like
LOC111092457	111092457	LOC111092457	uncharacterized LOC111092457
LOC111092458	111092458	LOC111092458	uncharacterized LOC111092458
LOC111092459	111092459	LOC111092459	uncharacterized LOC111092459
LOC111092460	111092460	LOC111092460	uncharacterized LOC111092460
LOC111092461	111092461	LOC111092461	uncharacterized LOC111092461
LOC111092462	111092462	LOC111092462	uncharacterized LOC111092462
LOC111092463	111092463	LOC111092463	uncharacterized LOC111092463
LOC111092464	111092464	LOC111092464	uncharacterized LOC111092464
LOC111092465	111092465	LOC111092465	uncharacterized LOC111092465
LOC111092466	111092466	LOC111092466	uncharacterized LOC111092466
LOC111092467	111092467	LOC111092467	uncharacterized LOC111092467
LOC111092468	111092468	LOC111092468	uncharacterized LOC111092468
LOC111092469	111092469	LOC111092469	uncharacterized LOC111092469
LOC111092470	111092470	LOC111092470	uncharacterized LOC111092470
LOC111092471	111092471	LOC111092471	uncharacterized LOC111092471
LOC111092472	111092472	LOC111092472	uncharacterized LOC111092472
LOC111092473	111092473	LOC111092473	uncharacterized LOC111092473
LOC111092474	111092474	LOC111092474	uncharacterized LOC111092474
LOC111092475	111092475	LOC111092475	uncharacterized LOC111092475
LOC111092476	111092476	LOC111092476	uncharacterized LOC111092476
LOC111092477	111092477	LOC111092477	uncharacterized LOC111092477
LOC111092478	111092478	LOC111092478	uncharacterized LOC111092478
LOC111092479	111092479	LOC111092479	uncharacterized LOC111092479
LOC111092480	111092480	LOC111092480	UDP-glucuronosyltransferase 1-8-like
LOC111092481	111092481	LOC111092481	uncharacterized LOC111092481
LOC111092482	111092482	LOC111092482	uncharacterized LOC111092482
LOC111092483	111092483	LOC111092483	uncharacterized LOC111092483
LOC111092484	111092484	LOC111092484	40S ribosomal protein SA pseudogene
LOC111092485	111092485	LOC111092485	uncharacterized LOC111092485
LOC111092486	111092486	LOC111092486	uncharacterized LOC111092486
LOC111092487	111092487	LOC111092487	uncharacterized LOC111092487
LOC111092488	111092488	LOC111092488	uncharacterized LOC111092488
LOC111092489	111092489	LOC111092489	basic proline-rich protein-like
LOC111092490	111092490	LOC111092490	nuclease-sensitive element-binding protein 1 pseudogene
LOC111092491	111092491	LOC111092491	uncharacterized LOC111092491
TRNAA-UGC	111092492	TRNAA-UGC	transfer RNA alanine (anticodon UGC)
TRNAE-UUC	111092493	TRNAE-UUC	transfer RNA glutamic acid (anticodon UUC)
TRNAK-CUU	111092494	TRNAK-CUU	transfer RNA lysine (anticodon CUU)
TRNAF-GAA	111092495	TRNAF-GAA	transfer RNA phenylalanine (anticodon GAA)
LOC111092496	111092496	LOC111092496	uncharacterized LOC111092496
LOC111092497	111092497	LOC111092497	uncharacterized LOC111092497
LOC111092498	111092498	LOC111092498	uncharacterized LOC111092498
LOC111092499	111092499	LOC111092499	uncharacterized LOC111092499
LOC111092500	111092500	LOC111092500	uncharacterized LOC111092500
LOC111092501	111092501	LOC111092501	uncharacterized LOC111092501
LOC111092502	111092502	LOC111092502	uncharacterized LOC111092502
LOC111092503	111092503	LOC111092503	40S ribosomal protein S12 pseudogene
LOC111092504	111092504	LOC111092504	uncharacterized LOC111092504
LOC111092505	111092505	LOC111092505	uncharacterized LOC111092505
LOC111092506	111092506	LOC111092506	uncharacterized LOC111092506
LOC111092507	111092507	LOC111092507	uncharacterized LOC111092507
LOC111092508	111092508	LOC111092508	uncharacterized LOC111092508
LOC111092509	111092509	LOC111092509	uncharacterized LOC111092509
LOC111092510	111092510	LOC111092510	uncharacterized LOC111092510
LOC111092511	111092511	LOC111092511	uncharacterized LOC111092511
LOC111092512	111092512	LOC111092512	60S ribosomal protein L36a-like
LOC111092513	111092513	LOC111092513	uncharacterized LOC111092513
LOC111092514	111092514	LOC111092514	uncharacterized LOC111092514
LOC111092515	111092515	LOC111092515	uncharacterized LOC111092515
LOC111092516	111092516	LOC111092516	uncharacterized LOC111092516
LOC111092517	111092517	LOC111092517	uncharacterized LOC111092517
LOC111092518	111092518	LOC111092518	uncharacterized LOC111092518
LOC111092519	111092519	LOC111092519	uncharacterized LOC111092519
LOC111092520	111092520	LOC111092520	uncharacterized LOC111092520
LOC111092521	111092521	LOC111092521	uncharacterized LOC111092521
LOC111092522	111092522	LOC111092522	uncharacterized LOC111092522
LOC111092523	111092523	LOC111092523	uncharacterized LOC111092523
LOC111092524	111092524	LOC111092524	uncharacterized LOC111092524
LOC111092525	111092525	LOC111092525	uncharacterized LOC111092525
LOC111092526	111092526	LOC111092526	uncharacterized LOC111092526
LOC111092527	111092527	LOC111092527	uncharacterized LOC111092527
LOC111092528	111092528	LOC111092528	uncharacterized LOC111092528
LOC111092529	111092529	LOC111092529	uncharacterized LOC111092529
LOC111092530	111092530	LOC111092530	uncharacterized LOC111092530
LOC111092531	111092531	LOC111092531	uncharacterized LOC111092531
LOC111092532	111092532	LOC111092532	uncharacterized LOC111092532
LOC111092533	111092533	LOC111092533	uncharacterized LOC111092533
LOC111092534	111092534	LOC111092534	uncharacterized LOC111092534
