alias	gene_id	gene_symbol	gene_desc
Cholrec	25706	Cckbr	cholecystokinin B receptor
PBG-D	25709	Hmbs	hydroxymethylbilane synthase
PBGD	25709	Hmbs	hydroxymethylbilane synthase
URO-S	25709	Hmbs	hydroxymethylbilane synthase
hemC	25709	Hmbs	hydroxymethylbilane synthase
GCC	25711	Gucy2c	guanylate cyclase 2C
IFNG2	25712	Ifng	interferon gamma
MRF4AA	25714	Myf6	myogenic factor 6
Dmt1	25715	Slc11a2	solute carrier family 11 member 2
Nramp2	25715	Slc11a2	solute carrier family 11 member 2
P65	25716	Syt1	synaptotagmin 1
TGF-B3	25717	Tgfb3	transforming growth factor, beta 3
IGF-1 receptor	25718	Igf1r	insulin-like growth factor 1 receptor
IGFIRC	25718	Igf1r	insulin-like growth factor 1 receptor
Igfr1	25718	Igf1r	insulin-like growth factor 1 receptor
JTK13	25718	Igf1r	insulin-like growth factor 1 receptor
7B2	25719	Scg5	secretogranin V
Sgne1	25719	Scg5	secretogranin V
SCBP alpha	25720	Tcf12	transcription factor 12
SCBPA	25720	Tcf12	transcription factor 12
ASPATA	25721	Got2	glutamic-oxaloacetic transaminase 2
mAAT	25721	Got2	glutamic-oxaloacetic transaminase 2
NCHVS	25722	Scn4a	sodium voltage-gated channel alpha subunit 4
Nav1.4	25722	Scn4a	sodium voltage-gated channel alpha subunit 4
microI	25722	Scn4a	sodium voltage-gated channel alpha subunit 4
orexin-A	25723	Hcrt	hypocretin neuropeptide precursor
RIIA	25725	Prkar1a	protein kinase cAMP-dependent type I regulatory subunit alpha
APOEA	25728	Apoe	apolipoprotein E
CYCLE	25729	Ccne1	cyclin E1
Ccne	25729	Ccne1	cyclin E1
NT4P	25730	Ntf4	neurotrophin 4
Ntf5	25730	Ntf4	neurotrophin 4
SIII	25731	Syt3	synaptotagmin 3
TTRRAP	25732	Acp5	acid phosphatase 5, tartrate resistant
Trap	25732	Acp5	acid phosphatase 5, tartrate resistant
Hctk	25734	Hck	HCK proto-oncogene, Src family tyrosine kinase
p56Hck	25734	Hck	HCK proto-oncogene, Src family tyrosine kinase
p59Hck	25734	Hck	HCK proto-oncogene, Src family tyrosine kinase
Hnf4	25735	Hnf4a	hepatocyte nuclear factor 4, alpha
Hnf4alpha	25735	Hnf4a	hepatocyte nuclear factor 4, alpha
DRK1PC	25736	Kcnb1	potassium voltage-gated channel subfamily B member 1
Kcr1-1	25736	Kcnb1	potassium voltage-gated channel subfamily B member 1
Kv2.1	25736	Kcnb1	potassium voltage-gated channel subfamily B member 1
Shab	25736	Kcnb1	potassium voltage-gated channel subfamily B member 1
PCNAR	25737	Pcna	proliferating cell nuclear antigen
Pcna/cyclin	25737	Pcna	proliferating cell nuclear antigen
PPLCA	25738	Plcg1	phospholipase C, gamma 1
GLYPHOA	25739	Pygb	glycogen phosphorylase B
GXA	25740	Gnaz	G protein subunit alpha z
ATP-PFK	25741	Pfkl	phosphofructokinase, liver type
PFK-L	25741	Pfkl	phosphofructokinase, liver type
S100P	25742	S100b	S100 calcium binding protein B
merlin	25744	Nf2	neurofibromin 2
Myh9l1	25745	Myh9	myosin, heavy chain 9
NMIIA	25745	Myh9	myosin, heavy chain 9
IL2RBC	25746	Il2rb	interleukin 2 receptor subunit beta
PPAR	25747	Ppara	peroxisome proliferator activated receptor alpha
CLC5	25749	Clcn5	chloride voltage-gated channel 5
DYIIAAB	25751	Dnm2	dynamin 2
OX52	25752	Cd6	Cd6 molecule
ACHRG	25753	Chrng	cholinergic receptor nicotinic gamma subunit
CPT-IB	25756	Cpt1b	carnitine palmitoyltransferase 1B
M-CPTI	25756	Cpt1b	carnitine palmitoyltransferase 1B
CPT-Ia	25757	Cpt1a	carnitine palmitoyltransferase 1A
COI	26195	COX1	cytochrome c oxidase subunit 1
COII	26198	COX2	COXII
Tcfec	26296	Tfec	transcription factor EC
Bach	26759	Acot7	acyl-CoA thioesterase 7
Afar	26760	Akr7a3	aldo-keto reductase family 7 member A3
Akr7a1	26760	Akr7a3	aldo-keto reductase family 7 member A3
Af6	26955	Afdn	afadin, adherens junction formation factor
Mllt4	26955	Afdn	afadin, adherens junction formation factor
Caps	26989	Cadps	calcium dependent secretion activator
Caps1	26989	Cadps	calcium dependent secretion activator
Caps2	26989	Cadps	calcium dependent secretion activator
Alrp	27064	Ankrd1	ankyrin repeat domain 1
Carp	27064	Ankrd1	ankyrin repeat domain 1
Crap	27064	Ankrd1	ankyrin repeat domain 1
MARP	27064	Ankrd1	ankyrin repeat domain 1
Hmgb1	27080	Hbp1	HMG-box transcription factor 1
ALR	27100	Gfer	growth factor, augmenter of liver regeneration
Hri	27137	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1
Bec1	27150	Kcnh3	potassium voltage-gated channel subfamily H member 3
Elk2	27150	Kcnh3	potassium voltage-gated channel subfamily H member 3
NB-3	27256	Cntn6	contactin 6
Cart	29131	Cartpt	CART prepropeptide
axil	29134	Axin2	axin 2
axin-2	29134	Axin2	axin 2
Znf231	29138	Bsn	bassoon (presynaptic cytomatrix protein)
Galn	29141	Gal	galanin and GMAP prepropeptide
Tiff66	29142	Vnn1	vanin 1
PEPI	29143	Grn	granulin precursor
PGRN	29143	Grn	granulin precursor
Ctxn	29145	Ctxn1	cortexin 1
P130/MAT3	29150	Matr3	matrin 3
snhg4	29150	Matr3	matrin 3
Gdf8	29152	Mstn	myostatin
Lp82	29155	Capn3	calpain 3
Lp84	29155	Capn3	calpain 3
Lp85	29155	Capn3	calpain 3
p94	29155	Capn3	calpain 3
Capn4	29156	Capns1	calpain, small subunit 1
Amel	29160	Amelx	amelogenin, X-linked
LRAP	29160	Amelx	amelogenin, X-linked
Cad7	29162	Cdh7	cadherin 7
Aa1018	29169	Vtn	vitronectin
Vn	29169	Vtn	vitronectin
AQP-8	29172	Aqp8	aquaporin 8
Csnb	29173	Csn2	casein beta
Ctsp	29174	Ctsj	cathepsin J
Ucn2	29180	Uts2	urotensin 2
Fat	29184	Cd36	CD36 molecule
RGD1562323	29184	Cd36	CD36 molecule
Csn10	29188	Csn3	casein kappa
Csnk	29188	Csn3	casein kappa
Tac2	29191	Tac3	tachykinin precursor 3
CK-R	29194	Chka	choline kinase alpha
Chk	29194	Chka	choline kinase alpha
IL-1 gamma	29197	Il18	interleukin 18
IL-18	29197	Il18	interleukin 18
Ehk2	29202	Epha6	Eph receptor A6
CWH3	29203	Foxd3	forkhead box D3
Genesis	29203	Foxd3	forkhead box D3
Hfh2	29203	Foxd3	forkhead box D3
cardCSQ	29209	Casq2	calsequestrin 2
Spnb3	29211	Sptbn2	spectrin, beta, non-erythrocytic 2
Tubb4	29213	Tubb4a	tubulin, beta 4A class IVa
Tubb	29214	Tubb5	tubulin, beta 5 class I
AK 4	29223	Ak4	adenylate kinase 4
Ak3l1	29223	Ak4	adenylate kinase 4
Ak3l2	29223	Ak4	adenylate kinase 4
Cbr	29224	Cbr1	carbonyl reductase 1
PG-9-KR	29224	Cbr1	carbonyl reductase 1
Ces1	29225	Ces1e	carboxylesterase 1E
Es22	29225	Ces1e	carboxylesterase 1E
Wdr39	29231	Ciao1	cytosolic iron-sulfur assembly component 1
ClC-2	29232	Clcn2	chloride voltage-gated channel 2
ClC-7	29233	Clcn7	chloride voltage-gated channel 7
GAL2-R	29234	Galr2	galanin receptor 2
GALR-2	29234	Galr2	galanin receptor 2
Lamr1	29236	Rpsa	ribosomal protein SA
Enk	29237	Penk	proenkephalin
Penk-rs	29237	Penk	proenkephalin
Penk1	29237	Penk	proenkephalin
Penk2	29237	Penk	proenkephalin
Ac8	29241	Adcy8	adenylate cyclase 8
Car4	29242	Ca4	carbonic anhydrase 4
Gch	29244	Gch1	GTP cyclohydrolase 1
Klni	29245	Klk6	kallikrein related-peptidase 6
Prss9	29245	Klk6	kallikrein related-peptidase 6
Sclip	29246	Stmn3	stathmin 3
TnI	29248	Tnni3	troponin I3, cardiac type
cTNI	29248	Tnni3	troponin I3, cardiac type
Mao	29253	Maoa	monoamine oxidase A
MAGL	29254	Mgll	monoglyceride lipase
KOR-3	29256	Oprl1	opioid related nociceptin receptor 1
KOR3	29256	Oprl1	opioid related nociceptin receptor 1
LC132	29256	Oprl1	opioid related nociceptin receptor 1
MOR-C	29256	Oprl1	opioid related nociceptin receptor 1
OFQR	29256	Oprl1	opioid related nociceptin receptor 1
ORL1	29256	Oprl1	opioid related nociceptin receptor 1
Oprl	29256	Oprl1	opioid related nociceptin receptor 1
XOR1	29256	Oprl1	opioid related nociceptin receptor 1
A.11	29259	Sell	selectin L
L-selectin	29259	Sell	selectin L
LECAM-1	29259	Sell	selectin L
Acvr2	29263	Acvr2a	activin A receptor type 2A
rActR-II	29263	Acvr2a	activin A receptor type 2A
CLIP-115	29264	Clip2	CAP-GLY domain containing linker protein 2
Cyln2	29264	Clip2	CAP-GLY domain containing linker protein 2
Vch	29265	Mcpt1	mast cell protease 1
Mcpt6	29268	Tpsb2	tryptase beta 2
RGD1565970	29269	Mcpt8	mast cell protease 8
RMCP8	29269	Mcpt8	mast cell protease 8
DPP VI	29272	Dpp6	dipeptidyl peptidase like 6
Csrp	29276	Csrp1	cysteine and glycine-rich protein 1
CYP2CII	29277	Cyp2c11	cytochrome P450, subfamily 2, polypeptide 11
Cyp2c	29277	Cyp2c11	cytochrome P450, subfamily 2, polypeptide 11
Cyp2c11l	29277	Cyp2c11	cytochrome P450, subfamily 2, polypeptide 11
RL23a	29282	Rpl23	ribosomal protein L23
Rps19	29287	Rps19l2	ribosomal protein S19-like2
Ftl	29292	Ftl1	ferritin light chain 1
Cyp2b15	29295	Cyp2b12	cytochrome P450, family 2, subfamily b, polypeptide 12
Cyp2c39	29298	Cyp2c7	cytochrome P450, family 2, subfamily c, polypeptide 7
histidase	29301	Hal	histidine ammonia lyase
GPIIIa	29302	Itgb3	integrin subunit beta 3
Admr	29307	Gpr182	G protein-coupled receptor 182
Arl4	29308	Arl4a	ADP-ribosylation factor like GTPase 4A
PSP94	29311	Msmb	microseminoprotein, beta
Scgf	29313	Clec11a	C-type lectin domain containing 11A
SmLIM	29317	Csrp2	cysteine and glycine-rich protein 2
Gif	29319	Cblif	cobalamin binding intrinsic factor
Rosit	29323	Slc6a18	solute carrier family 6 member 18
Xtrp2	29323	Slc6a18	solute carrier family 6 member 18
Cappa3	29324	Capza3	capping actin protein of muscle Z-line subunit alpha 3
GPX-GI	29326	Gpx2	glutathione peroxidase 2
GSHPx-2	29326	Gpx2	glutathione peroxidase 2
GSHPx-GI	29326	Gpx2	glutathione peroxidase 2
Gshpx-4	29328	Gpx4	glutathione peroxidase 4
Phgpx	29328	Gpx4	glutathione peroxidase 4
gpx-4	29328	Gpx4	glutathione peroxidase 4
snGpx	29328	Gpx4	glutathione peroxidase 4
Crtl1	29331	Hapln1	hyaluronan and proteoglycan link protein 1
Lap18	29332	Stmn1	stathmin 1
OP18	29332	Stmn1	stathmin 1
PP17	29332	Stmn1	stathmin 1
PP19	29332	Stmn1	stathmin 1
PR22	29332	Stmn1	stathmin 1
SMN	29332	Stmn1	stathmin 1
prosolin	29332	Stmn1	stathmin 1
Mcp	29333	Cd46	CD46 molecule
Oprs1	29336	Sigmar1	sigma non-opioid intracellular receptor 1
Tdpx1	29338	Prdx2	peroxiredoxin 2
Sap	29339	Apcs	amyloid P component, serum
Pkce	29340	Prkce	protein kinase C, epsilon
Berg36	29344	Zfp36l1	zinc finger protein 36, C3H type-like 1
Brf1	29344	Zfp36l1	zinc finger protein 36, C3H type-like 1
ERF1	29344	Zfp36l1	zinc finger protein 36, C3H type-like 1
TIS11b	29344	Zfp36l1	zinc finger protein 36, C3H type-like 1
cMG1	29344	Zfp36l1	zinc finger protein 36, C3H type-like 1
Cbp2	29345	Serpinh1	serpin family H member 1
Serpinh2	29345	Serpinh1	serpin family H member 1
Faah	29347	Faahl	fatty-acid amide hydrolase-like
KGF/FGF7	29348	Fgf7	fibroblast growth factor 7
Kgf	29348	Fgf7	fibroblast growth factor 7
PHKIN01	29353	Phkg1	phosphorylase kinase catalytic subunit gamma 1
Phkg	29353	Phkg1	phosphorylase kinase catalytic subunit gamma 1
PAK-1	29355	Pkn1	protein kinase N1
Prkcl1	29355	Pkn1	protein kinase N1
Madh2	29357	Smad2	SMAD family member 2
NPY-1	29358	Npy1r	neuropeptide Y receptor Y1
PLA2GX	29359	Pla2g10	phospholipase A2, group X
sPLA2-X	29359	Pla2g10	phospholipase A2, group X
Sepp1	29360	Selenop	selenoprotein P
Blr1	29363	Cxcr5	C-X-C motif chemokine receptor 5
NLR	29363	Cxcr5	C-X-C motif chemokine receptor 5
Itgp	29364	Cd47	Cd47 molecule
CRG	29366	Serpine2	serpin family E member 2
Gdnpn1	29366	Serpine2	serpin family E member 2
PI-7	29366	Serpine2	serpin family E member 2
Pn-1	29366	Serpine2	serpin family E member 2
Spin4	29366	Serpine2	serpin family E member 2
Chetk	29367	Chkb	choline kinase beta
Chkl	29367	Chkb	choline kinase beta
R-ras gap	29372	Rasa3	RAS p21 protein activator 3
Chx4	29375	Uncx	UNC homeobox
PHD1	29375	Uncx	UNC homeobox
Uncx4.1	29375	Uncx	UNC homeobox
4PS	29376	Irs2	insulin receptor substrate 2
IRS-2	29376	Irs2	insulin receptor substrate 2
Tdag	29380	Phlda1	pleckstrin homology-like domain, family A, member 1
Skr2	29381	Acvr1b	activin A receptor type 1B
50-kDaBFA-inducedADP-ribosylatedsubstrate	29382	Ctbp1	C-terminal binding protein 1
BARS-50	29382	Ctbp1	C-terminal binding protein 1
Bars	29382	Ctbp1	C-terminal binding protein 1
CtBP3/BARS	29382	Ctbp1	C-terminal binding protein 1
H2afy	29384	Macroh2a1	macroH2A.1 histone
Cmkar2	29385	Cxcr2	C-X-C motif chemokine receptor 2
Il8rb	29385	Cxcr2	C-X-C motif chemokine receptor 2
Plip	29390	Ptpmt1	protein tyrosine phosphatase, mitochondrial 1
Bace	29392	Bace1	beta-secretase 1
COLIA1	29393	Col1a1	collagen type I alpha 1 chain
Gcma	29394	Gcm1	glial cells missing transcription factor 1
Hmg2	29395	Hmgb2	high mobility group box 2
Scya11	29397	Ccl11	C-C motif chemokine ligand 11
RRG4	29402	Unc119	unc-119 lipid binding chaperone
Uncl19	29402	Unc119	unc-119 lipid binding chaperone
Gpr70	29407	Tas1r1	taste 1 receptor member 1
1B236	29409	Mag	myelin-associated glycoprotein
Neurod3	29410	Neurog1	neurogenin 1
Ngn1	29410	Neurog1	neurogenin 1
Ppt	29411	Ppt1	palmitoyl-protein thioesterase 1
Adra1c	29412	Adra1a	adrenoceptor alpha 1A
Adrd1	29413	Adra1d	adrenoceptor alpha 1D
Pkbg	29414	Akt3	AKT serine/threonine kinase 3
Edg5	29415	S1pr2	sphingosine-1-phosphate receptor 2
GPCR18	29415	S1pr2	sphingosine-1-phosphate receptor 2
Gpcr13	29415	S1pr2	sphingosine-1-phosphate receptor 2
H218	29415	S1pr2	sphingosine-1-phosphate receptor 2
snGPCR18	29415	S1pr2	sphingosine-1-phosphate receptor 2
Kat2	29416	Aadat	aminoadipate aminotransferase
menin	29417	Men1	menin 1
porphyrinogen carboxy-lyase	29421	Urod	uroporphyrinogen decarboxylase
nAChR	29422	Chrne	cholinergic receptor nicotinic epsilon subunit
Basp2	29423	Gap43	growth associated protein 43
Hd	29424	Htt	huntingtin
Hdh	29424	Htt	huntingtin
Rps4x	29426	Rps4x-ps9	ribosomal protein S4, X-linked, pseudogene 9
BART-1	29427	Aif1	allograft inflammatory factor 1
Bart1	29427	Aif1	allograft inflammatory factor 1
iba1	29427	Aif1	allograft inflammatory factor 1
mrf-1	29427	Aif1	allograft inflammatory factor 1
Brunol3	29428	Celf2	CUGBP, Elav-like family member 2
Cugbp2	29428	Celf2	CUGBP, Elav-like family member 2
Etr3	29428	Celf2	CUGBP, Elav-like family member 2
Napor	29428	Celf2	CUGBP, Elav-like family member 2
HAP1-A	29430	Hap1	huntingtin-associated protein 1
HAP1-B	29430	Hap1	huntingtin-associated protein 1
PAK-2	29432	Pak2	p21 (RAC1) activated kinase 2
gamma-PAK	29432	Pak2	p21 (RAC1) activated kinase 2
beta-PAK	29433	Pak3	p21 (RAC1) activated kinase 3
Rasgrp	29434	Rasgrp1	RAS guanyl releasing protein 1
Pds	29440	Slc26a4	solute carrier family 26 member 4
CYPOR	29441	Por	cytochrome p450 oxidoreductase
Cox4	29445	Cox4i1	cytochrome c oxidase subunit 4i1
Cox4a	29445	Cox4i1	cytochrome c oxidase subunit 4i1
GHRF	29446	Ghrh	growth hormone releasing hormone
Rab7	29448	Rab7a	RAB7A, member RAS oncogene family
HIF-2 alpha	29452	Epas1	endothelial PAS domain protein 1
HIF2 alpha	29452	Epas1	endothelial PAS domain protein 1
HLF	29452	Epas1	endothelial PAS domain protein 1
Hif2a	29452	Epas1	endothelial PAS domain protein 1
BMP-11	29454	Gdf11	growth differentiation factor 11
Mtap1b	29456	Map1b	microtubule-associated protein 1B
Mtap6	29457	Map6	microtubule-associated protein 6
PRL-1	29463	Ptp4a1	protein tyrosine phosphatase 4A1
Vrl1	29465	Trpv2	transient receptor potential cation channel, subfamily V, member 2
Aes	29466	Tle5	TLE family member 5, transcriptional modulator
Grg	29466	Tle5	TLE family member 5, transcriptional modulator
Grg-5	29466	Tle5	TLE family member 5, transcriptional modulator
CHOP	29467	Ddit3	DNA-damage inducible transcript 3
CHOP-10	29467	Ddit3	DNA-damage inducible transcript 3
Chop10	29467	Ddit3	DNA-damage inducible transcript 3
Gadd153	29467	Ddit3	DNA-damage inducible transcript 3
RM4	29467	Ddit3	DNA-damage inducible transcript 3
ER60	29468	Pdia3	protein disulfide isomerase family A, member 3
ERp57	29468	Pdia3	protein disulfide isomerase family A, member 3
Grp58	29468	Pdia3	protein disulfide isomerase family A, member 3
Bpifd2	29469	Lbp	lipopolysaccharide binding protein
Nrbf1	29470	Mecr	mitochondrial trans-2-enoyl-CoA reductase
Ppyr1	29471	Npy4r	neuropeptide Y receptor Y4
SSAO	29473	Aoc3	amine oxidase, copper containing 3
5DIII	29475	Dio3	iodothyronine deiodinase 3
DIOIII	29475	Dio3	iodothyronine deiodinase 3
MG-160	29476	Glg1	golgi glycoprotein 1
Selel	29476	Glg1	golgi glycoprotein 1
Mtapt	29477	Mapt	microtubule-associated protein tau
RNPTAU	29477	Mapt	microtubule-associated protein tau
Tau	29477	Mapt	microtubule-associated protein tau
pTau	29477	Mapt	microtubule-associated protein tau
Ip13dis	29478	Ndufs6	NADH:ubiquinone oxidoreductase subunit S6
Ndub13	29478	Ndufs6	NADH:ubiquinone oxidoreductase subunit S6
RATIp13dis	29478	Ndufs6	NADH:ubiquinone oxidoreductase subunit S6
Eaat2	29482	Slc1a2	solute carrier family 1 member 2
Glt	29482	Slc1a2	solute carrier family 1 member 2
Glt-1	29482	Slc1a2	solute carrier family 1 member 2
EAAT1	29483	Slc1a3	solute carrier family 1 member 3
GLAST	29483	Slc1a3	solute carrier family 1 member 3
GLAST-1	29483	Slc1a3	solute carrier family 1 member 3
GluT-1	29483	Slc1a3	solute carrier family 1 member 3
NBAT	29484	Slc3a1	solute carrier family 3 member 1
Atrc3	29485	Slc7a3	solute carrier family 7 member 3
Cat3	29485	Slc7a3	solute carrier family 7 member 3
Slc7a2	29485	Slc7a3	solute carrier family 7 member 3
cat-3	29485	Slc7a3	solute carrier family 7 member 3
Cspg6	29486	Smc3	structural maintenance of chromosomes 3
SMC-3	29486	Smc3	structural maintenance of chromosomes 3
bamacan	29486	Smc3	structural maintenance of chromosomes 3
DHC1a	29489	Dync1h1	dynein cytoplasmic 1 heavy chain 1
Dnch1	29489	Dync1h1	dynein cytoplasmic 1 heavy chain 1
Dnchc1	29489	Dync1h1	dynein cytoplasmic 1 heavy chain 1
EHSH1	29491	Itsn1	intersectin 1
Itsn	29491	Itsn1	intersectin 1
Dlgh4	29495	Dlg4	discs large MAGUK scaffold protein 4
PSD95	29495	Dlg4	discs large MAGUK scaffold protein 4
Sap90	29495	Dlg4	discs large MAGUK scaffold protein 4
nuc-ErbB3	29496	Erbb3	erb-b2 receptor tyrosine kinase 3
PTB1	29497	Ptbp1	polypyrimidine tract binding protein 1
Ptb	29497	Ptbp1	polypyrimidine tract binding protein 1
Pybp	29497	Ptbp1	polypyrimidine tract binding protein 1
Pybp1	29497	Ptbp1	polypyrimidine tract binding protein 1
Pybp2	29497	Ptbp1	polypyrimidine tract binding protein 1
ShhNC	29499	Shh	sonic hedgehog signaling molecule
ASBT	29500	Slc10a2	solute carrier family 10 member 2
IBAT	29500	Slc10a2	solute carrier family 10 member 2
ISBAT	29500	Slc10a2	solute carrier family 10 member 2
ISBT	29500	Slc10a2	solute carrier family 10 member 2
Kcc1	29501	Slc12a4	solute carrier family 12 member 4
Ab1-188	29502	Slc20a2	solute carrier family 20 member 2
Glvr2	29502	Slc20a2	solute carrier family 20 member 2
Pit-2	29502	Slc20a2	solute carrier family 20 member 2
RAM-1	29502	Slc20a2	solute carrier family 20 member 2
Ram1	29502	Slc20a2	solute carrier family 20 member 2
OCT2	29503	Slc22a2	solute carrier family 22 member 2
OCT2r	29503	Slc22a2	solute carrier family 22 member 2
rOCT2	29503	Slc22a2	solute carrier family 22 member 2
Cox7a3	29507	Cox7a2	cytochrome c oxidase subunit 7A2
CBF-A	29508	Nfya	nuclear transcription factor Y subunit alpha
Oat1	29509	Slc22a6	solute carrier family 22 member 6
Orctl1	29509	Slc22a6	solute carrier family 22 member 6
Paht	29509	Slc22a6	solute carrier family 22 member 6
Roat1	29509	Slc22a6	solute carrier family 22 member 6
PC-TP	29510	Pctp	phosphatidylcholine transfer protein
stARD2	29510	Pctp	phosphatidylcholine transfer protein
Pdi2	29511	Padi2	peptidyl arginine deiminase 2
Pdi4	29512	Padi4	peptidyl arginine deiminase 4
Prkm13	29513	Mapk13	mitogen activated protein kinase 13
Drpla	29515	Atn1	atrophin 1
Sgk	29517	Sgk1	serum/glucocorticoid regulated kinase 1
Pdi3	29520	Padi3	peptidyl arginine deiminase 3
Limk2b	29524	Limk2	LIM domain kinase 2
Link2	29524	Limk2	LIM domain kinase 2
Pitpn	29525	Pitpna	phosphatidylinositol transfer protein, alpha
COX-2	29527	Ptgs2	prostaglandin-endoperoxide synthase 2
Cox2	29527	Ptgs2	prostaglandin-endoperoxide synthase 2
C14	29530	Amhr2	anti-Mullerian hormone receptor type 2
MISRII	29530	Amhr2	anti-Mullerian hormone receptor type 2
MRII	29530	Amhr2	anti-Mullerian hormone receptor type 2
AEP	29532	Ighmbp2	immunoglobulin mu DNA binding protein 2
T44	29533	Pxmp2	peroxisomal membrane protein 2
Pxmp3	29534	Pex2	peroxisomal biogenesis factor 2
Idx1	29535	Pdx1	pancreatic and duodenal homeobox 1
Ipf1	29535	Pdx1	pancreatic and duodenal homeobox 1
Stf1	29535	Pdx1	pancreatic and duodenal homeobox 1
Rmrp	29536	Rpph1	ribonuclease P RNA component H1
Rmrp1	29536	Rpph1	ribonuclease P RNA component H1
ST38	29538	Ccl20	C-C motif chemokine ligand 20
Scya20	29538	Ccl20	C-C motif chemokine ligand 20
Nth1	29541	Nthl1	nth-like DNA glycosylase 1
HCNP	29542	Pebp1	phosphatidylethanolamine binding protein 1
Pbp	29542	Pebp1	phosphatidylethanolamine binding protein 1
Rkip	29542	Pebp1	phosphatidylethanolamine binding protein 1
Al8	29544	Tspyl1	TSPY-like 1
Tspyl	29544	Tspyl1	TSPY-like 1
HOMER1F	29546	Homer1	homer scaffold protein 1
Vesl-1	29546	Homer1	homer scaffold protein 1
Vesl-2	29547	Homer2	homer scaffold protein 2
Vesl-3	29548	Homer3	homer scaffold protein 3
Erabp	29552	Lcn5	lipocalin 5
Task-1	29553	Kcnk3	potassium two pore domain channel subfamily K member 3
rTASK	29553	Kcnk3	potassium two pore domain channel subfamily K member 3
MyHC-beta	29556	Myh6	myosin heavy chain 6
MyHC-slow	29556	Myh6	myosin heavy chain 6
Myh7	29556	Myh6	myosin heavy chain 6
Myhca	29556	Myh6	myosin heavy chain 6
Myosin-7	29556	Myh6	myosin heavy chain 6
Bmyo	29557	Myh7	myosin heavy chain 7
Myhcb	29557	Myh7	myosin heavy chain 7
myHC-beta	29557	Myh7	myosin heavy chain 7
myHC-slow	29557	Myh7	myosin heavy chain 7
FcRn	29558	Fcgrt	Fc fragment of IgG receptor and transporter
GluK1	29559	Grik1	glutamate ionotropic receptor kainate type subunit 1
GluR5	29559	Grik1	glutamate ionotropic receptor kainate type subunit 1
MOP1	29560	Hif1a	hypoxia inducible factor 1 subunit alpha
Dnci1	29564	Dync1i1	dynein cytoplasmic 1 intermediate chain 1
Dncic1	29564	Dync1i1	dynein cytoplasmic 1 intermediate chain 1
IC74-1A	29564	Dync1i1	dynein cytoplasmic 1 intermediate chain 1
IC74-1B	29564	Dync1i1	dynein cytoplasmic 1 intermediate chain 1
Ef-2	29565	Eef2	eukaryotic translation elongation factor 2
Ggta1	29566	Ggt5	gamma-glutamyltransferase 5
Ggtla1	29566	Ggt5	gamma-glutamyltransferase 5
Mek5	29568	Map2k5	mitogen activated protein kinase kinase 5
PCPE	29569	Pcolce	procollagen C-endopeptidase enhancer
Na(V)1.8	29571	Scn10a	sodium voltage-gated channel alpha subunit 10
Nav1.8	29571	Scn10a	sodium voltage-gated channel alpha subunit 10
PN3	29571	Scn10a	sodium voltage-gated channel alpha subunit 10
G6pt1	29573	Slc37a4	solute carrier family 37 member 4
Wisp2	29576	Ccn5	cellular communication network factor 5
Hnrpa1	29578	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1
hnRNP A1	29578	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1
Fam62a	29579	Esyt1	extended synaptotagmin 1
Mbc2	29579	Esyt1	extended synaptotagmin 1
CD31	29583	Pecam1	platelet and endothelial cell adhesion molecule 1
Pecam	29583	Pecam1	platelet and endothelial cell adhesion molecule 1
Cx32	29584	Gjb1	gap junction protein, beta 1
Cxng	29584	Gjb1	gap junction protein, beta 1
Cxnc	29585	Gjb3	gap junction protein, beta 3
Cx31.1	29586	Gjb5	gap junction protein, beta 5
Cxna	29586	Gjb5	gap junction protein, beta 5
Brn-2	29588	Pou3f2	POU class 3 homeobox 2
OTF-7	29588	Pou3f2	POU class 3 homeobox 2
oct-7	29588	Pou3f2	POU class 3 homeobox 2
RHS2	29589	Pou3f4	POU class 3 homeobox 4
Alk5	29591	Tgfbr1	transforming growth factor, beta receptor 1
Skr4	29591	Tgfbr1	transforming growth factor, beta receptor 1
Tgfr-1	29591	Tgfbr1	transforming growth factor, beta receptor 1
tbetaR-I	29591	Tgfbr1	transforming growth factor, beta receptor 1
Bcatc	29592	Bcat1	branched chain amino acid transaminase 1
Ckmt1b	29593	Ckmt1	creatine kinase, mitochondrial 1
5-HT2A	29595	Htr2a	5-hydroxytryptamine receptor 2A
5Ht-2	29595	Htr2a	5-hydroxytryptamine receptor 2A
Pc4	29596	Ifrd1	interferon-related developmental regulator 1
P2Y2	29597	P2ry2	purinergic receptor P2Y2
Pmca1a	29598	Atp2b1	ATPase plasma membrane Ca2+ transporting 1
Pmca1b	29598	Atp2b1	ATPase plasma membrane Ca2+ transporting 1
Pmca1c	29598	Atp2b1	ATPase plasma membrane Ca2+ transporting 1
Pmca3	29599	Atp2b3	ATPase plasma membrane Ca2+ transporting 3
PMCA4	29600	Atp2b4	ATPase plasma membrane Ca2+ transporting 4
Cx50	29601	Gja8	gap junction protein, alpha 8
Cxnl	29601	Gja8	gap junction protein, alpha 8
CD9P-1	29602	Ptgfrn	prostaglandin F2 receptor inhibitor
EWI-F	29602	Ptgfrn	prostaglandin F2 receptor inhibitor
MHCEO	29605	Myh13	myosin heavy chain 13
MyHC	29605	Myh13	myosin heavy chain 13
